player_id,num_games,win_rate,variance,profit,avg_bet,streak_length,is_skilled
662,54,0.544,0.18,5218,93,10,1
663,211,0.481,0.427,1908,181,7,0
664,232,0.546,0.159,1579,436,10,1
665,266,0.511,0.252,510,421,6,0
666,192,0.539,0.375,2744,427,5,0
667,162,0.551,0.066,2615,276,6,1
668,200,0.528,0.134,5491,229,1,1
669,296,0.574,0.065,1926,230,7,1
670,105,0.509,0.268,-1672,108,2,0
671,153,0.504,0.36,-424,381,7,0
672,254,0.498,0.191,3873,487,12,1
673,143,0.493,0.058,1709,101,9,1
674,178,0.504,0.142,2649,370,9,1
675,283,0.554,0.446,-942,215,3,0
676,257,0.558,0.298,-1037,139,13,0
677,215,0.424,0.452,-5664,415,14,0
678,121,0.524,0.315,923,290,5,0
679,212,0.546,0.14,1861,352,5,1
680,69,0.573,0.143,1138,437,1,1
681,63,0.478,0.272,1099,448,3,0
682,284,0.504,0.394,-359,453,4,0
683,209,0.468,0.47,-3715,99,1,0
684,81,0.51,0.361,3284,470,14,0
685,89,0.56,0.056,2500,478,10,1
686,145,0.555,0.085,4527,329,11,1
687,250,0.545,0.215,-993,413,3,0
688,283,0.443,0.227,-1967,279,2,0
689,246,0.535,0.117,5023,431,13,1
690,246,0.48,0.43,-531,55,10,0
691,64,0.621,0.096,-996,261,6,1
692,169,0.547,0.159,3629,438,6,1
693,247,0.518,0.107,2740,296,11,1
694,283,0.504,0.398,-672,274,2,0
695,282,0.49,0.349,1898,264,14,0
696,205,0.509,0.333,-2110,123,14,0
697,298,0.518,0.171,4923,74,14,1
698,165,0.471,0.27,-449,134,5,0
699,222,0.518,0.092,1657,307,12,1
700,91,0.492,0.457,-51,236,10,0
701,55,0.529,0.087,4567,347,12,1
702,126,0.546,0.059,3024,460,11,1
703,121,0.488,0.365,1560,429,12,0
704,92,0.47,0.268,1310,57,5,0
705,257,0.507,0.092,4285,319,10,1
706,286,0.518,0.418,1039,448,4,0
707,223,0.427,0.263,542,214,11,0
708,293,0.584,0.304,683,435,6,0
709,65,0.562,0.138,2418,324,7,1
710,190,0.511,0.097,1148,378,7,1
711,196,0.543,0.437,681,197,9,0
712,181,0.564,0.062,6121,373,13,1
713,83,0.548,0.126,2301,117,3,1
714,271,0.587,0.126,1945,464,3,1
715,230,0.482,0.334,2995,243,12,0
716,66,0.617,0.054,3016,464,11,1
717,178,0.567,0.088,6643,258,1,1
718,141,0.528,0.434,-2216,248,2,0
719,73,0.528,0.093,3028,355,11,1
720,286,0.534,0.297,-110,410,6,0
721,96,0.582,0.057,3488,90,2,1
722,267,0.502,0.069,5540,395,9,1
723,145,0.563,0.122,3582,115,1,1
724,173,0.497,0.39,3578,106,14,0
725,78,0.562,0.075,4922,408,8,1
726,187,0.561,0.238,334,211,10,0
727,199,0.563,0.094,1900,255,13,1
728,233,0.569,0.152,4587,67,6,1
729,200,0.533,0.39,-2275,280,14,0
730,189,0.585,0.133,1131,248,14,1
731,64,0.557,0.066,3969,421,7,1
732,172,0.569,0.052,2509,404,1,1
733,132,0.59,0.108,3339,499,13,1
734,268,0.483,0.294,-423,392,11,0
735,288,0.497,0.226,655,65,3,0
736,95,0.491,0.121,2408,178,1,1
737,206,0.558,0.154,4585,210,3,1
738,212,0.526,0.136,3518,325,9,1
739,53,0.506,0.402,-342,490,6,0
740,101,0.593,0.085,2941,249,10,1
741,289,0.521,0.092,1412,186,4,1
742,260,0.527,0.057,2932,91,11,1
743,87,0.412,0.32,357,421,6,0
744,219,0.445,0.468,271,312,11,0
745,110,0.465,0.482,2324,470,14,0
746,137,0.474,0.49,1742,309,11,0
747,98,0.514,0.106,4631,264,13,1
748,291,0.521,0.313,154,103,13,0
749,146,0.437,0.397,43,322,3,0
750,287,0.515,0.067,468,266,3,1
751,155,0.595,0.119,5222,471,7,1
752,283,0.468,0.259,821,379,10,0
753,184,0.45,0.46,129,210,1,0
754,230,0.544,0.143,3115,267,4,1
755,120,0.55,0.373,509,302,8,0
756,85,0.459,0.37,156,383,9,0
757,205,0.527,0.073,2339,236,4,1
758,66,0.4,0.341,521,181,14,0
759,71,0.618,0.174,2393,67,10,1
760,248,0.442,0.496,2356,139,13,0
761,119,0.588,0.12,3651,451,14,1
762,79,0.489,0.443,4093,167,14,0
763,216,0.471,0.24,1688,320,2,0
764,280,0.533,0.14,2779,220,2,1
765,215,0.541,0.057,825,427,11,1
766,172,0.497,0.17,4595,71,2,1
767,176,0.587,0.14,3860,104,11,1
768,144,0.618,0.083,4333,168,1,1
769,235,0.57,0.357,1108,379,11,0
770,171,0.494,0.249,-1609,388,10,0
771,78,0.534,0.11,2796,126,13,1
772,116,0.554,0.244,-752,437,3,0
773,244,0.506,0.37,-1469,58,12,0
774,126,0.568,0.185,3786,162,5,1
775,50,0.577,0.118,399,418,9,1
776,61,0.574,0.075,4674,328,11,1
777,288,0.579,0.075,1192,141,3,1
778,204,0.536,0.148,5175,269,1,1
779,95,0.552,0.194,3736,143,13,1
780,246,0.531,0.364,2080,419,12,0
781,254,0.455,0.435,-2624,84,7,0
782,75,0.502,0.267,102,282,1,0
783,220,0.47,0.419,2155,397,12,0
784,82,0.522,0.46,950,226,5,0
785,148,0.542,0.132,1395,382,14,1
786,103,0.508,0.431,-1100,222,14,0
787,285,0.565,0.115,5445,134,9,1
788,114,0.432,0.419,-2006,412,7,0
789,207,0.545,0.087,3779,454,9,1
790,200,0.447,0.221,-1428,352,8,0
791,219,0.47,0.41,-70,396,9,0
792,158,0.435,0.354,-748,350,13,0
793,136,0.529,0.218,-522,77,9,0
794,74,0.526,0.186,395,87,6,1
795,124,0.532,0.252,246,404,1,0
796,68,0.576,0.111,6180,286,3,1
797,50,0.557,0.184,4611,275,13,1
798,200,0.578,0.474,-877,178,10,0
799,274,0.458,0.274,-1276,83,9,0
800,94,0.422,0.385,3725,97,11,0
801,80,0.504,0.264,-2587,493,8,0
802,174,0.59,0.17,4773,437,1,1
803,192,0.619,0.149,780,307,13,1
804,53,0.532,0.215,-727,415,9,0
805,166,0.496,0.187,1412,122,4,1
806,179,0.524,0.386,397,369,7,0
807,200,0.423,0.466,-2787,272,9,0
808,227,0.48,0.255,-309,202,13,0
809,152,0.592,0.105,4216,148,2,1
810,167,0.552,0.319,-2840,493,3,0
811,160,0.565,0.099,3800,84,7,1
812,226,0.587,0.054,5068,354,9,1
813,160,0.574,0.062,2104,129,4,1
814,91,0.539,0.461,168,59,2,0
815,202,0.537,0.058,4324,223,8,1
816,75,0.46,0.219,-2119,124,6,0
817,127,0.458,0.405,-218,408,14,0
818,121,0.48,0.435,1384,376,9,0
819,178,0.462,0.394,355,84,11,0
820,295,0.54,0.488,-851,279,7,0
821,136,0.56,0.132,2498,227,4,1
822,282,0.489,0.438,-3870,97,3,0
823,224,0.587,0.104,4586,322,12,1
824,165,0.543,0.183,1607,384,6,1
825,64,0.481,0.409,1043,239,13,0
826,147,0.474,0.242,2704,271,4,0
827,62,0.497,0.307,442,426,13,0
828,131,0.58,0.126,2762,302,9,1
829,63,0.556,0.139,2157,142,4,1
830,238,0.469,0.446,1165,171,1,0
831,66,0.51,0.424,1084,130,7,0
832,118,0.556,0.344,-3890,475,9,0
833,58,0.571,0.092,7326,211,7,1
834,215,0.53,0.417,736,432,1,0
835,265,0.447,0.222,-1588,108,1,0
836,155,0.547,0.17,2319,162,5,1
837,88,0.51,0.432,332,231,3,0
838,299,0.534,0.171,3062,195,10,1
839,89,0.545,0.466,-1420,354,4,0
840,156,0.558,0.179,425,480,12,1
841,228,0.553,0.078,1325,368,9,1
842,109,0.408,0.463,-2456,261,14,0
843,292,0.464,0.486,-623,161,2,0
844,171,0.448,0.249,-2344,159,8,0
845,244,0.523,0.061,3479,340,2,1
846,178,0.509,0.223,2606,228,1,0
847,70,0.49,0.456,440,217,10,0
848,269,0.545,0.093,3318,384,2,1
849,286,0.578,0.074,-349,196,2,1
850,227,0.551,0.169,47,337,9,1
851,178,0.555,0.063,1206,451,6,1
852,146,0.481,0.254,-247,241,11,0
853,118,0.52,0.233,-1098,136,6,0
854,257,0.466,0.388,2343,392,13,0
855,146,0.558,0.171,4292,440,9,1
856,110,0.552,0.307,-2845,120,10,0
857,207,0.537,0.07,4772,123,3,1
858,288,0.549,0.38,-2743,90,14,0
859,77,0.493,0.44,-2866,179,4,0
860,248,0.511,0.112,2429,496,10,1
861,252,0.507,0.272,-1155,215,9,0
862,137,0.477,0.227,-1578,278,9,0
863,145,0.518,0.096,2931,386,1,1
864,99,0.516,0.465,3307,201,10,0
865,194,0.476,0.475,-858,131,1,0
866,63,0.463,0.486,2383,453,8,0
867,96,0.543,0.084,495,68,10,1
868,75,0.495,0.194,1664,387,5,1
869,243,0.505,0.29,1649,125,1,0
870,112,0.576,0.175,3986,249,4,1
871,166,0.5,0.132,4573,457,13,1
872,111,0.539,0.059,2937,193,10,1
873,206,0.618,0.122,1982,120,9,1
874,92,0.557,0.123,1617,170,13,1
875,112,0.552,0.109,1548,51,14,1
876,79,0.618,0.152,4023,285,10,1
877,205,0.469,0.207,-200,136,13,0
878,130,0.509,0.246,2429,236,14,0
879,232,0.544,0.493,1521,321,3,0
880,93,0.533,0.185,3294,327,2,1
881,229,0.561,0.109,4845,120,3,1
882,133,0.566,0.077,3642,241,3,1
883,118,0.559,0.145,5757,142,6,1
884,203,0.495,0.368,-479,377,10,0
885,174,0.568,0.158,2874,189,6,1
886,168,0.532,0.095,3544,420,1,1
887,152,0.515,0.107,3519,263,9,1
888,131,0.561,0.164,3287,403,6,1
889,174,0.583,0.14,5262,378,2,1
890,299,0.557,0.08,-123,261,8,1
891,270,0.554,0.178,-634,291,5,1
892,198,0.543,0.093,4292,459,6,1
893,295,0.538,0.178,4217,495,10,1
894,194,0.532,0.099,3253,169,8,1
895,297,0.472,0.337,-1664,338,11,0
896,233,0.542,0.177,5433,347,11,1
897,159,0.538,0.197,4679,74,11,1
898,275,0.428,0.315,-3754,336,7,0
899,82,0.536,0.113,4044,275,4,1
900,228,0.584,0.3,3687,137,8,0
901,79,0.461,0.43,-519,188,2,0
902,267,0.558,0.155,4524,373,10,1
903,259,0.442,0.427,-5678,359,1,0
904,73,0.521,0.076,2701,161,5,1
905,207,0.545,0.083,2345,153,11,1
906,299,0.561,0.162,3335,131,13,1
907,263,0.553,0.304,-643,200,8,0
908,237,0.536,0.131,3617,379,4,1
909,218,0.48,0.261,-1535,176,7,0
910,205,0.514,0.078,4580,390,6,1
911,181,0.528,0.212,-2648,270,5,0
912,286,0.538,0.081,2541,238,4,1
913,129,0.532,0.051,4491,139,5,1
914,289,0.55,0.11,2163,293,6,1
915,105,0.543,0.123,1010,107,14,1
916,91,0.597,0.265,-2148,154,8,0
917,100,0.53,0.422,-1179,310,13,0
918,231,0.451,0.495,-2178,451,8,0
919,74,0.507,0.144,2214,58,13,1
920,195,0.515,0.396,3330,275,9,0
921,53,0.517,0.086,2950,77,10,1
922,125,0.527,0.105,1544,401,10,1
923,161,0.59,0.205,1593,495,6,0
924,199,0.49,0.376,-800,264,2,0
925,265,0.515,0.352,-721,416,8,0
926,100,0.585,0.12,3070,129,9,1
927,254,0.493,0.343,2209,463,4,0
928,263,0.54,0.499,822,173,1,0
929,104,0.541,0.074,3630,133,7,1
930,65,0.494,0.12,3168,382,3,1
931,94,0.541,0.095,2630,357,3,1
932,93,0.47,0.3,-975,83,2,0
933,104,0.5,0.254,613,427,10,0
934,151,0.59,0.128,1554,242,12,1
935,280,0.564,0.224,1307,194,5,0
936,234,0.539,0.19,1086,220,3,1
937,99,0.545,0.13,4404,427,12,1
938,144,0.583,0.189,651,361,14,1
939,165,0.413,0.488,-742,169,5,0
940,224,0.52,0.111,1545,242,13,1
941,219,0.46,0.246,298,176,13,0
942,286,0.524,0.063,1310,233,7,1
943,264,0.506,0.102,2027,250,1,1
944,115,0.509,0.371,870,91,10,0
945,69,0.596,0.425,699,374,7,0
946,166,0.548,0.066,2778,374,2,1
947,106,0.525,0.178,3579,252,3,1
948,258,0.509,0.439,-4199,414,12,0
949,114,0.568,0.085,1897,428,11,1
950,239,0.552,0.177,984,465,11,1
951,67,0.576,0.087,3532,121,6,1
952,211,0.462,0.337,-475,442,11,0
953,287,0.513,0.365,-1941,447,12,0
954,53,0.535,0.183,4384,243,11,1
955,199,0.533,0.085,2471,360,4,1
956,137,0.521,0.214,-1204,155,5,0
957,227,0.596,0.128,3115,157,10,1
958,245,0.482,0.349,2081,211,6,0
959,279,0.598,0.172,1653,406,2,1
960,244,0.555,0.068,3663,381,13,1
961,194,0.574,0.069,6278,280,8,1
962,101,0.479,0.411,-2731,268,13,0
963,70,0.515,0.486,-134,308,4,0
964,150,0.49,0.28,-929,157,9,0
965,254,0.553,0.104,3158,322,4,1
966,290,0.555,0.051,2495,229,2,1
967,141,0.581,0.096,4140,488,3,1
968,237,0.585,0.408,-803,88,13,0
969,106,0.554,0.475,3208,402,9,0
970,167,0.5,0.121,3754,54,10,1
971,175,0.509,0.39,1910,211,3,0
972,80,0.549,0.097,626,346,4,1
973,275,0.488,0.24,-3345,194,13,0
974,119,0.47,0.433,635,179,6,0
975,138,0.534,0.125,2893,98,4,1
976,71,0.469,0.447,1513,423,5,0
977,271,0.405,0.28,-15,172,12,0
978,136,0.479,0.066,6063,424,12,1
979,280,0.521,0.223,2216,363,13,0
980,203,0.47,0.278,-808,87,5,0
981,269,0.556,0.413,739,400,3,0
982,113,0.542,0.302,-2715,309,14,0
983,297,0.516,0.207,-329,491,11,0
984,274,0.524,0.394,2143,148,3,0
985,205,0.473,0.309,-143,259,14,0
986,241,0.558,0.12,3365,279,13,1
987,59,0.465,0.479,-3059,375,1,0
988,251,0.552,0.425,1061,395,6,0
989,285,0.492,0.4,-939,193,1,0
990,214,0.563,0.196,1924,257,7,1
991,198,0.52,0.35,1217,367,11,0
992,223,0.545,0.117,3798,248,6,1
993,249,0.489,0.303,2357,314,14,0
994,187,0.512,0.078,3502,423,5,1
995,120,0.584,0.053,3444,461,6,1
996,63,0.497,0.278,981,269,8,0
997,270,0.447,0.306,1259,332,10,0
998,115,0.576,0.194,3626,379,10,1
999,202,0.606,0.167,4864,131,7,1
